MSN,YYYYMM,Value,Column_Order,Description,Unit
FFTCBUS,1997-04-01,6.438344,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-05-01,6.334819,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-06-01,6.301964,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-07-01,6.864248,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-08-01,6.688172,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-09-01,6.338503,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-10-01,6.594252,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-11-01,6.676918,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1997-12-01,7.472125,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-01-01,7.403689,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-02-01,6.569874,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-03-01,7.012227,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-04-01,6.454305,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-05-01,6.421263,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-06-01,6.585208,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-07-01,7.053682,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-08-01,7.040388,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-09-01,6.519245,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-10-01,6.514528,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-11-01,6.445165,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1998-12-01,7.254417,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-01-01,7.627163,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-02-01,6.672181,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-03-01,7.188621,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-04-01,6.590746,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-05-01,6.418875,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-06-01,6.571305,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-07-01,7.067383,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-08-01,7.108281,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-09-01,6.479405,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-10-01,6.666627,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-11-01,6.494068,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,1999-12-01,7.43838,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-01-01,7.692062,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-02-01,7.222425,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-03-01,7.071465,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-04-01,6.486421,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-05-01,6.789661,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-06-01,6.783197,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-07-01,6.970518,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-08-01,7.320572,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-09-01,6.629874,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-10-01,6.738354,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-11-01,6.858912,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2000-12-01,8.058291,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-01-01,8.058063,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-02-01,7.026546,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-03-01,7.362239,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-04-01,6.620594,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-05-01,6.542012,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-06-01,6.482683,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-07-01,6.97562,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-08-01,7.134657,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-09-01,6.340761,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-10-01,6.670422,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-11-01,6.487865,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2001-12-01,7.0983,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-01-01,7.568672,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-02-01,6.777398,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-03-01,7.23929,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-04-01,6.654541,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-05-01,6.612856,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-06-01,6.657799,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-07-01,7.152411,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-08-01,7.126571,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-09-01,6.550505,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-10-01,6.720017,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-11-01,6.909449,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2002-12-01,7.622747,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-01-01,8.039713,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-02-01,7.352223,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-03-01,7.250885,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-04-01,6.563808,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-05-01,6.456592,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-06-01,6.424067,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-07-01,7.014799,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-08-01,7.162053,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-09-01,6.499037,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-10-01,6.708386,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-11-01,6.753287,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2003-12-01,7.684241,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-01-01,8.096323,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-02-01,7.589798,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-03-01,7.263378,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-04-01,6.692449,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-05-01,6.765564,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-06-01,6.739287,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-07-01,7.121877,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-08-01,7.099052,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-09-01,6.65937,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-10-01,6.817708,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-11-01,6.945019,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2004-12-01,7.876444,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-01-01,8.015701,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-02-01,7.152356,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-03-01,7.55195,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-04-01,6.615682,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-05-01,6.708309,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-06-01,6.914146,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-07-01,7.266962,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-08-01,7.413572,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-09-01,6.621822,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-10-01,6.660177,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-11-01,6.78902,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2005-12-01,7.91297,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-01-01,7.470393,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-02-01,7.004642,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-03-01,7.361981,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-04-01,6.523944,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-05-01,6.678094,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-06-01,6.819267,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-07-01,7.294424,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-08-01,7.432139,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-09-01,6.606302,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-10-01,6.921649,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-11-01,6.862516,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2006-12-01,7.501847,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-01-01,7.838025,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-02-01,7.566001,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-03-01,7.29742,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-04-01,6.739492,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-05-01,6.726061,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-06-01,6.798607,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-07-01,7.145962,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-08-01,7.49518,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-09-01,6.737768,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-10-01,6.807023,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-11-01,6.883434,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2007-12-01,7.770058,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-01-01,8.066247,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-02-01,7.416912,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-03-01,7.303725,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-04-01,6.617114,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-05-01,6.539491,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-06-01,6.618345,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-07-01,6.974474,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-08-01,6.840556,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-09-01,6.104693,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-10-01,6.563795,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-11-01,6.588885,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2008-12-01,7.40631,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-01-01,7.722378,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-02-01,6.649806,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-03-01,6.714718,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-04-01,6.051653,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-05-01,5.889515,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-06-01,6.102856,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-07-01,6.385124,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-08-01,6.565902,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-09-01,5.996211,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-10-01,6.216283,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-11-01,6.173966,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2009-12-01,7.394065,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-01-01,7.674596,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-02-01,6.890472,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-03-01,6.81611,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-04-01,6.078281,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-05-01,6.233575,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-06-01,6.504583,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-07-01,6.887004,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-08-01,6.999945,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-09-01,6.317627,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-10-01,6.173845,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-11-01,6.439027,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2010-12-01,7.70799,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-01-01,7.776325,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-02-01,6.699789,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-03-01,6.812883,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-04-01,6.092503,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-05-01,6.120641,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-06-01,6.349218,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-07-01,6.801611,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-08-01,6.877569,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-09-01,6.159359,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-10-01,6.182237,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-11-01,6.355753,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2011-12-01,7.034714,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-01-01,7.144212,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-02-01,6.591734,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-03-01,6.215814,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-04-01,5.839891,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-05-01,6.124276,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-06-01,6.247402,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-07-01,6.789834,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-08-01,6.746537,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-09-01,6.019045,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-10-01,6.236452,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-11-01,6.462099,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2012-12-01,6.886605,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-01-01,7.413982,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-02-01,6.636237,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-03-01,6.918264,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-04-01,6.076252,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-05-01,6.060583,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-06-01,6.163129,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-07-01,6.679546,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-08-01,6.638514,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-09-01,6.209405,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-10-01,6.275289,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-11-01,6.656275,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2013-12-01,7.496801,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-01-01,7.981908,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-02-01,7.045436,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-03-01,6.99032,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-04-01,6.07762,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-05-01,6.099528,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-06-01,6.178278,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-07-01,6.61897,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-08-01,6.662978,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-09-01,6.190374,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-10-01,6.311486,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-11-01,6.679229,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2014-12-01,7.180598,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-01-01,7.682537,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-02-01,7.159352,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-03-01,6.899031,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-04-01,5.984159,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-05-01,6.101003,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-06-01,6.36044,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-07-01,6.834754,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-08-01,6.729872,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-09-01,6.214951,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-10-01,6.184823,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-11-01,6.197692,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2015-12-01,6.741673,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-01-01,7.415254,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-02-01,6.663741,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-03-01,6.3369,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-04-01,5.886045,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-05-01,5.958827,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-06-01,6.347812,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-07-01,6.824567,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-08-01,6.932325,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-09-01,6.251514,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-10-01,6.160696,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-11-01,6.171333,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2016-12-01,7.37,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-01-01,7.279425,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-02-01,6.076847,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-03-01,6.714135,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-04-01,5.846171,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-05-01,6.098856,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-06-01,6.245456,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-07-01,6.734308,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-08-01,6.645986,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-09-01,6.050237,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-10-01,6.21255,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-11-01,6.509779,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2017-12-01,7.493366,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-01-01,7.911819,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-02-01,6.47658,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-03-01,6.990649,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-04-01,6.252246,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-05-01,6.219886,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-06-01,6.380783,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-07-01,6.904313,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-08-01,6.97706,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-09-01,6.322819,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-10-01,6.564261,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-11-01,6.943583,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2018-12-01,7.336542,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-01-01,7.838231,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-02-01,6.835727,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-03-01,7.031288,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-04-01,6.011698,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-05-01,6.175787,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-06-01,6.189718,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-07-01,6.811535,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-08-01,6.86216,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-09-01,6.26438,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-10-01,6.3538,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-11-01,6.814014,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2019-12-01,7.236205,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-01-01,7.236975,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-02-01,6.70622,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-03-01,6.243224,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-04-01,4.978839,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-05-01,5.127289,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-06-01,5.529567,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-07-01,6.343108,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-08-01,6.335068,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-09-01,5.733709,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-10-01,5.930085,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-11-01,5.968496,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2020-12-01,7.006786,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-01-01,7.210077,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-02-01,6.613514,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-03-01,6.358639,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-04-01,5.876166,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-05-01,5.954598,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-06-01,6.320079,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-07-01,6.698793,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-08-01,6.784358,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-09-01,6.082624,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-10-01,6.158663,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-11-01,6.472315,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2021-12-01,6.923779,9,Total Fossil Fuels Consumption,Quadrillion Btu
